sentiment,text
0,jquery selectors URL 
0,how to implement a news ticker with jquery and ten lines of code URL 
0,what's buffet doing? warren buffett kicks butt in battle of the boots: posted by:alex crippe.. URL 
1,"super investors: a great weekend read here from warren buffet. oldie, but a goodie. URL "
0,i'm truly braindead. i couldn't come up with warren buffet's name to save my soul 
1,"reading michael palin book, the python years...great book. i also recommend warren buffet &amp; nelson mandela's bio"" "
1,"i mean, i'm down with notre dame if i have to. it's a good school, i'd be closer to dan, i'd enjoy it."" "
-1,"i can't watch tv without a tivo. and after all these years, the time/warner dvr still sucks. URL "
1,i'd say some sports writers are idiots for saying roger federer is one of the best ever in tennis. roger federer is the best ever in tennis 
-1,i still love my kindle2 but reading the new york times on it does not feel natural. i miss the bloomingdale ads. 
1,i love my kindle2. no more stacks of books to trip over on the way to the loo. 
-1,"although today's keynote rocked, for every great announcement, at&amp;t shit on us just a little bit more."" "
-1,"sheridanmarfil - its not so much my obsession with cell phones, but the iphone! i'm a slave to at&amp;t forever because of it. :)"" "
0,freitasm oh i see. i thought at&amp;t were 900mhz wcdma? 
0,plip where did you read about tethering support phil? just at&amp;t or will o2 be joining in? 
-1,fuzzball is more fun than at&amp;t ;p URL 
-1,"today is a good day to dislike at&amp;t. vote out of office indeed, danielpunkass"" "
1,got my wave sandbox invite! extra excited! too bad i have class now... but i'll play with it soon enough! io2009 wave 
-1,looks like summize has gone down. too many tweets from wwdc perhaps? 
0,i hope the girl at work buys my kindle2 
0,missed this insight-filled may column: one smart guy looking closely at why he's impressed with kindle2 URL wroush 
1,"sklososky thanks so much!!! ...from one of your *very* happy kindle2 winners ; ) i was so surprised, fabulous. thank you! best, kathleen"" "
-1,man i kinda dislike apple right now. case in point: the iphone 3gs. wish there was a video recorder app. please?? URL 
1,cwong08 i have a kindle2 (&amp; sony prs-500). like it! physical device feels good. font is nice. pg turns are snappy enuf. ui a little klunky. 
1,"the kindle2 seems the best ereader, but will it work in the uk and where can i get one?"" "
1,"i have a google addiction. thank you for pointing that out, annamartin123. hahaha."" "
0,ruby_gem my primary debit card is visa electron. 
0,off to the bank to get my new visa platinum card 
-1,"dearest google, you rich bastards! the visa card you sent me doesn't work. why screw a little guy like me?"" "
0,has a date with bobby flay and gut fieri from food network 
1,excited about seeing bobby flay and guy fieri tomorrow at the great american food &amp; music fest! 
1,gonna go see bobby flay 2moro at shoreline. eat and drink. gonna be good. 
1,can't wait for the great american food and music festival at shoreline tomorrow. mmm...katz pastrami and bobby flay. yes please. 
1,"my dad was in ny for a day, we ate at mesa grill last night and met bobby flay. so much fun, except i completely lost my voice today."" "
-1,fighting with latex. again... 
-1,iheartseverus we love you too and don't want you to die!!!!!! latex = the devil 
-1,"7 hours. 7 hours of inkscape crashing, normally solid as a rock. 7 hours of latex complaining at the slightest thing. i can't take any more."" "
0,how to track iran with social media: URL 
-1,shit's hitting the fan in iran...craziness indeed iranelection 
-1,monday already. iran may implode. kitchen is a disaster. annagoss seems happy. sebulous had a nice weekend and goldpanda is great. whoop. 
0,twitter stock buzz: $aapl $es_f $spy $spx $palm (updated: 12:00 pm) 
1,getting ready to test out some burger receipes this weekend. bobby flay has some great receipes to try. thanks bobby. 
0,johncmayer is bobby flay joining you? 
1,i lam so in love with bobby flay... he is my favorite. rt terrysimpson: bflay you need a place in phoenix. we have great peppers here! 
-1,"i just created my first latex file from scratch. that didn't work out very well. (see amandabittner , it's a great time waster)"" "
1,using linux and loving it - so much nicer than windows... looking forward to using the wysiwyg latex editor! 
1,"after using latex a lot, any other typeset mathematics just looks hideous."" "
0,ask programming: latex or indesign?: submitted by calcio1 [link] [1 comment] URL 
-1,"on that note, i hate word. i hate pages. i hate latex. there, i said it. i hate latex. all you texn3rds can come kill me now."" "
1,ahhh... back in a *real* text editing environment. i &lt;3 latex. 
-1,"trouble in iran, i see. hmm. iran. iran so far away. flockofseagullsweregeopoliticallycorrect"" "
-1,reading the tweets coming out of iran... the whole thing is terrifying and incredibly sad... 
1,"random_bloke i know,i don't usually do lie-ins. "" "
1,julien is epic. sammie_doodle oh noez! 0_o i hope it works soon! 
1,sofiagk yeap! 
1,sabbymcguire yupp. pink and sliver crystals just like xiaxue's 
1,"perky88 you're not an idiot, girl "" "
1,lilacbutterfly ty for the follow hope you are well 
1,minshdotnet one fish to go please 
1,"punkrocksonja thanks for the tip - just added her. had a look, and she seems even more awesome than i thought. "" "
1,lilyna grocery shopping whilst hungry is a no no. smoked salmon..even if im a vegetarian is yummy. no doubt about it! hope ur settled. 
1,fearnecotton stay positive - at least its not a hold (head cold) or a chold (chest cold) 
1,finally home! sooo thankful for my own bed. 
1,couldn't think of a haiku for the google wave team so left it blank. hope this doesn't effect my application 
1,"narvylicious yeah, i'm doing my mechdraw hw now. what time tomorrow? bea has a game in polo club and i want to pass by. hihi "" "
1,"nessie_111 woohoo, good friday for you then "" "
1,are you ready for 2 june holiday ? 
1,"lmcnelly a better film? even in two weeks?! great art is never finished, it is abandoned. know when to stop and lock "" "
1,"focusblog i'm not cocksure, for sure. "" "
1,power vote for davidarchie here! URL he's on page 4 
1,"goodnight twitter world!! its been a day of highs and lows.. oh my. but anywho, grats mim, twas a great episode "" "
1,"someday, when i become famous i'll be quoting lyrics of my own songs. "" "
1,hisart76 nothing soothes a smoker like a cloud of 2nd-hand smoke. 
1,"new rules say 1 followfriday &quot;pimping&quot; per tweet. so this week i'm going for beansbox , great web design studio in hk "" "
1,"owais_iqbal URL &lt;&lt; alll about me if you so should choose, to like to read about me.. "" "
1,"paulocoelho nice to know you, sir. my friends are admiring you and your works. "" "
1,snowydayinjuly thanks man! should be out later today 
1,"i am gone, have to go to my connect group! adios amigos, remember you were born to be a champion, so be &amp; act like one! "" "
1,welcome baby maybel URL 
1,lol... in that case.... every1 follow graciouskisay 
1,idolnews he could so do both! he'll be great either way 
1,working on my tutorial and cooking food for kyan and keeping an eye on him while he is playing 
1,kimsherrell thanks kim so nice of you 
1,"that was fun. just got back from seeing the bands krome &amp; chasing satellites at the queen's hotel. tasty beverages, music n' dancing."" "
1,"at school i was getting people bags, turning them inside out then shoving all the stuff back in then zipping them back up "" "
1,denise_richards pretty cool 
1,"bbidpa works in ie now, but gives straight lines instead of the route. i guess it's not how it's supposed to be "" "
1,going to cinda's sooonnnnnnn 
1,oh how i loved the extra intw!!! i &lt;3 em boys! 
1,listening to alexander ryback's new album on myspace: URL quite enjoying it 
1,last day of school! and discovered new favorite band 3 oh! 3 
1,aww my little fella just told me he loves me - and then wiped his snotty nose all over my top! bless him 
1,"0kerttu0 i wouldnt have drunk wine anyway, so im not to blame for ur hangover.i didnt see point in coming,coz i didnt have enough time "" "
1,fillmorerich3 deo415 simonaspeaks samsneaker ms211nla ohsosexy730 msfamous echohattix what's goin' zone early am crew? 
1,brexians oooh ! thx for the followfriday ! 
1,"rampok (did they ever? i hope they don't currently, moonlight is the only choice, and it doesn't support latest feature afaik."" "
1,lol @ the guy at darling harbour today. and the poor kid who had to throw the things to him and missed almost every shot. fun day 
1,haz got fired from her job. the funny thing is she works in her families pub. that's how amazingly cool she is 
1,is it wrong to love your pc? it's a precious thing. 
1,"mishonratliff93 wow dat must be fun -i love acting too, im just wating got a chance to do sumthing big- u a good actor too "" "
1,off to home in about 20minutes.. happy weekends. 
1,icklemonkey thanks it may be hard to get into though :s 
1,"nadia_fly thats 2words of really, and thats obviously tired. keep cool. afta event,hv some rest then, miss "" "
1,"ceebzx done know ... there was a few funny parts, and nick was beeing a bit more happy !!! lol when joe was huging nick .... "" "
1,making you smile is the highlight of my day! 
1,i just got my jonasbrothers tickets in the mail today!! im soo excited to be in the front row!! 
1,"thrice roll the dice, eat some ice, look at the mice, comb the lice, cook some rice cause i'm nice "" "
1,"wooooow, next jonas brothers webcast at at 5pm til 6pm, hopefully i wnt fall asleep "" "
1,i'm in the rain. thanks taylorswift13. 
1,thankyou vivala_hayley laurenn__nicole _jayde_jonas_ for keeping me awake all day. love you all so dearly much 
1,eating a pop tart x 
1,mcsteph94 awwwwwww! he's such a cutie! 
1,"&quot;up&quot; was the first truly great narrative of 2009! star trek was fun, but up grabbed the heart strings and didn't let go until the end up"" "
1,"*runs off to try it* ....... night y'all, sweetest dreams to you. (yeah, you)"" "
1,neptune62 make mine a large one! 
1,never knew places in england were this lovely 
1,1 2 3 4 - plain white t's just love this song 
1,"artfanatic411 now that's an idea, never thought about that. thanks "" "
1,dorkus_ voted for both 
1,raytoro lol it's good to hear your voice xp omg so happy for gee &amp; lynz you're like uncle ray now 
1,trying a hard-case for blackberry. hm..this is nice. 
1,"hey davidarchie, we miss you here in the philippines. badly! hahaha, do you have any message to your fans here? are you coming back? "" "
1,awesooooome weather 
1,allyoliverio lmao you're a typical italain bring me sooooome! 
1,hotel rooms got a telly in the bathroom 
1,nothingelseis whats with the one liners? your the lover of words! justify your followfriday sweep us off our feet with your talent 
1,rightasrain love your shop on etsy...lots of great products in there! 
1,shaundiviney@shaunjumpnow whoa... disturbing stuff 
1,"derbart right now they have &quot;lancï¿½me men 2 in 1 set - age fight!&quot;, sounds like the perfect thing for you URL "
1,"been out in the garden killing weeds, really hot! going for a blast on the bike now "" "
1,"is off work sick, but had a facebook message this morning and is a lot happier now "" "
1,kanaweira it's my mission on life but it's sweet to get on my last day on job is a sign? spooooook 
1,romannsjr i'm blushing. ok running not walking to it now. 
1,amandaon1063 lol dont be jealous amanda...you're my morning glory 
1,wckdcll .. well i aint talkin to anyone now im busy finish the bathroom 
1,has a topherrpop at my house vajayjay liamsp alexthemagix be jealous 
1,stephanieolsen aemm2005 yayayayay! excited for tonight!!! see you girls soon! 
1,twitter twitter twitter twitter on the beach 
1,mtvdanceoff who's this? thanks for following tho...lol 
1,"1,2,3,4 - plain white t's "" "
1,_mikenewton_ sounds like fun watch out for bears and other wild life though ha 
1,saschasegan you tell us. you're the expert! 
1,lovebscott b.scott you look amazing in your background picture! hope everythings going great with you 
1,yonaa i'm on bus now. he lives in that bus. depends 
1,seelinewoman thanks for the ff 
1,mourning tweeps jus woke up 2 hear some good news!! unemployment will b workin 4 me afterall! yayy! can't wait til i get a job! 
1,just purchased my first stocks! yay 
1,just landed back on earth ;) recovering from his meeting with jmj 
1,maryviolet i think she should of have you had an icce cream ??? 
1,getting saffron's phone 2day &amp; going to see star tek 
1,loumongello omg this video was awesome-the quality was amazing and it was so entertaining-&quot;you can't touch this &quot; video thanks lou 
1,lionundlamb read the twiligt series once more thats what i do if i'm bored. or read 'der geschmack von apfelkernen' that rockz! 
1,"with hoppipoppi done 2 hours of revision, ice creams and music hunting in the sun."" "
1,"ah, friday. now to finish off this 2 day work week. fb"" "
1,jessicap11 thanks for posting about my bubble bobble coasters! 
1,egillhardar congrats on your new job good luck! 
1,ff lizzs_lockeroom because she is beautiful &amp; knows her sports! 
1,will be going to malacca for wedding tomorrow in a blue car 
1,maggysunshine thanks! 
1,i am ready for this weekend to get started. ft myers here we come i got jipped out of my whole holiday weekend last week due to workï¿½ 
1,150 songs were just deleted from my ipod 
1,alexknelson thanks alex! have a wonderful friday 
1,reesemarcelle oh!!! how cute! lol thank you reese! now i feel cool 
1,"just got back home from lunch, really enjoyed it "" "
1,mrallenakaneo morning how the family? 
1,mollieofficial yay! congrats 
1,michelliekins omg! you are so precious and look great!! not that you didn't look great with braces haha. we muuussstt hang out soon!! 
1,"welcome back, sunshine "" "
1,trexsandwich that is sort of crazy 
1,"ddlovato aaah , you rock girl ! i'll be there for you always "" "
1,studying for my final and so excited for a weekend full of baseball in austin! 
1,i thot fiction writing only had the one space too. loreliebrown ...twitter and fiction...keep dropping one of the spaces after periods. 
1,mrstephens85 qoodmorninq 
1,bettyc912 yeah it's good that he has you. 
1,the only reason why i rolled out of bead todayy....last friday of high school. 
1,playin hookey! gonna get a jumpstart on my project for class though... 
1,carlo4twenty4 see your next tweet in 6 months. glad to know you are alive. 
1,must_follow java4two because she's a great friend that see's the good in everyone 
1,"mattlaw hang in there sweetie....we might just pull through all this. chin up, stay positive, and feet to pavement "" "
1,just joined twitter !! 
1,destinyhope92 tehee yeaah 
1,"gillalexander laffing hard here, cant beat cillit bang "" "
1,alandavidson thanks for the ff mention. 
1,spnobsessed31 g'mornin' 
1,"looking for anyone doing gd to help me with a logo design, pronto! huge meal as a reward. "" "
1,"verwon you see, this is exactly why we have no trust in our relationship. it's because we don't have a relationship. "" "
1,micoroan25 hey cuz! belated happy birthday 
1,kevin syens can suck itt 
1,ghengis317 yay for good night sleep and date i had none of those but i still slept pretty well :p 
1,tishgrier thanks. surely two finger crossings are better than one! 
1,sister comes today!!! so excited and later picking up cap and gown for graduation on monday 
1,happy birthday lex! i love you! (no romo) 
1,djtygerlilly technically 130p but come anytime got office to my lonesome 
1,getting ready to go see disney's &quot;up&quot; at the theater today with the kiddos! yay for friday. 
1,packing 
1,don't tell anyone but i secretly love paigehopelaugh and lauraclowson and i can't wait to see them 
1,khani yep. i think the world is a safer place now or more organized in crazyness. now people will be seeking u out coz you're crazy 
1,surtei horrores ontem. o show foi liiiindo! thank you guys 
1,therealsim_o thanks. i was rather pleased with that turn of phrase myself 
1,bubbly - jason mraz....song of the day for me totally loving havin 25 degree and the sun in glasgow 
1,theadocia ... i think the answer to 1 is the fact that people have loosen up a bit (along with their shirts!). happy friday! 
1,ms_miko we don't want you here. i have no tips. j/k 
1,"libbytalks: followfriday pitcherpark for insightful tweets, great cause, day-maker, caring friend. thanks so much libby! "" "
1,feel like summer santa claus-- gift giving everywhere 
1,"gotta pack up... move to my moms this weekend, then the big move next weekend. (8 days)"" "
1,skesse what the what?! i think that's supposed to be my line... 
1,bravenewlady note taken...and we're following! thanks for the heads up...keep spreading the bu love! 
1,jessio i ended up not being able to go to see altgeldshrugged last night...sounds like it was crazy though - any funny stories? 
1,listening to &quot;the bad touch&quot;. 
1,essrblc yaaay freedom 
1,interview went well ... kinda hopefull 
1,jonathanrknight omg lmaoooooo!!!!!! u are too funny mister!! 
1,"today, i am a sewing genius! "" "
1,leilasamoodi thank you 
1,trent_reznor thanks again for everything you are doing. i'll be seeing you in the home of the pens 
1,kimidreams just remember us little people when you're rich and famous 
1,renelannte mousesports.com holy grail? hm? 
1,"el_smacky it's a quote from gilbert &amp; sullivan's &quot;the mikado.&quot; it's also quite, quite accurate. "" "
1,paparazziprncss just makin sure 
1,rainbowlooove miss yu!! 
1,loovely831 morning 
1,URL never knew there was a nibble.... 
1,khani exactly. i will too. or say i am. anyway. let the fine print be fine 
1,going to the mall + movie with good friends. 
1,"in watford,waiting for friends going to get a starbucks while i wait "" "
1,hmm. weekend getaway with my family!! whee!! 
1,"couriersport bet on the final, get ï¿½25 cashback if your bet loses URL "
1,meghan_e lol! that's awesome! thank you 
1,funny day today got rubbed with grass by a girlfriend of mine and after that we had a water fight 
1,e3expo please can you report back on the avp3 game by sega as i heard it will be shown at e3 its one game im really looking fwd to 
1,mrbillybones pls let me know if there's a website for ordering. i would be happy to promote the hell out of em. 
1,daisysanddots oh no -- my condolences!! 
1,follow friday redta stansmithcia sarahdiddle spitfirejon ponet follow friday funny ppl except 4 me :'( but i find funny stuff&amp; post 
1,ashendestiny just had a look at ur updates..quite thoughtful ones.. 
1,darraghdoyle the deal is if we hit the target you jump without the chute right ? 
1,nupe4bx lol me too..but im jus going with the flow 
1,perfect perfect perfect day!!!!! 
1,ama21 faithful which isnt a problem 
1,pablowapsi the little mermaid 
1,cosita things are pretty good. hopefully getting better soon are you planning a relaxing week end or are you still absorbed w/stuff? 
1,misskeribaby pay attention to your dreams - god's angels often speak directly to our hearts when we are asleep.. 
1,about to go outside and work. excited for going to the movies later with john 
1,im watching terminator tommorow 
1,laughterandjoy &lt;blush&gt; 
1,mollieofficial lmao glasgow is gonna be so good! only 4 days to wait!! 
1,good morning! going to get these roots done - can't go into labor with bad hair! lol 
1,tgif hope everyone has a fabulous weekend 
1,drrez thanks for the followfriday! 
1,"penny_lope you suck!!!! lol have a great time babe, give jensen a squeeze from me xx"" "
1,pepsi throwback and mountain dew throwback are new drinks without the high fructose corn syrup... it's the way it should taste! 
1,"sobuki knows it's bad form for dj to dance to their own music, but she can't help it; she really can't!!! ? URL "
1,ecotricity - planet powa! the world record with greenbird- its awesum to watch URL 
1,party tonight shake it .... 
1,i just got my nose pierced!! i love it and the sunshine makes me very happy today *smiles* 
1,"gooooooooooodmorning! the sun is up and shining. it's a beautiful day. just right for graduation, thank god! "" "
1,murz13 thanks for that. 
1,nerdboner sure! i have plenty to share!!!! 
1,goooood morning! time for work...ugh...tgif!!!!! 
1,...its friday! &amp; another relaxing weekend at home is looking mighty goood! 
1,"in love..can't wait to run my hands all over your body, and kiss every inch of every part that i missed this week xoxo see you soon!"" "
1,"had a lovely afternoon picnicing, playing frisbee, and revising in the sun "" "
1,"just drunk a coffe,but i'm still sleeping lol...now drink a fresh lemonade and eat some marshmallows mmm...then study guitar! "" "
1,ashleyraebby it's just an awards show. that takes place in oberhausen. 
1,allisonpeltz haha i can't help it! 
1,johnlloydtaylor have fun 
1,beauche you are so funny. 
1,"the_gary_show ha! we got garibaldi's, bourbons and cookies, take your pick sir gary! tff5 is going be d'bomb! "" "
1,np feblub followfriday 
1,"taluta aw wow, sounds amazing . my mate really loves arcade games, i would have loved to been around when there was the arcade craze "" "
1,seeing up today. 
1,qclindalou good morning my eyeballs hurt...i should've listened to you! 
1,switch42 mishacollins my current fave is burt's bees - i love the minty tingle + it's all natural. mishaneedschapstick 
1,steelegti if you mainline it then you won't taste it. that's why i'd never mainline beer. 
1,breakfast in bed on my day off? excellent idea 
1,googoodolls omg that is hilarious. thanks for making my day 
1,on way home blasting mcfly in the back of the car in the sun good times 
1,amanda_holden just looked on web to see if you own a motorbike!!. only reference was to a pillion ride for ï¿½10!!!! love it!! xxx 
1,latinprince whats good homie!! ill be there in 2-3 weeks 
1,jj cale &amp; eric clapton ï¿½ ride the river hello diordan .....thank you rightnowradio ? URL 
1,"i'm so happy that my boyfriend, baugli, has a twitter account already, follow him too "" "
1,"getting donuts because it is friday oh, and the movie up is out today!"" "
1,eminem the best singer we love you 
1,URL - me and my sister at eco park wee. boat ride was funn 
1,"hopefulauthor hi jacqueline, thanks for the followfriday "" "
1,"1capplegate fine thanks, and you??? "" "
1,"&quot;awesome&quot; night last night. tried absinthe, hahah. lovelovelove my friends. megan is coming today! "" "
1,"it's for the all children's telethon, so there is a reason. "" "
1,stephlalexander you mean kelly cartman? lol she got faaaaaaat. but who am i to talk about being a fatty fat fatty? 
1,my friends are missing..hey guys where are u...i miss you all..im stock here..middle of mountain and sea 
1,is back from the theater. a night at the museum 2 was hilarious. loved it. URL 
1,sega did my direct message test get to you? 
1,nearly time to pick up lysann and go for thai! 
1,aubreyoday almost famous is one of my fav's too .. i see u got quotes up from the movie oxox 
1,seefilmfirst i love film and i twitter! off to see the hangover on the monday...will review it after 
1,thanks for followfriday gfwarrior authorofpatches mkrob remiejames 
1,rapidbi followsabbath because he sends out cool stuff..hurry before sundown!! 
1,benthecook thanks for explaining. i couldn't figure out what you were talking about. 
1,jhazebeats good look! ty woods is dope i'm listening now 
1,"edwardbeaman congrats, edward! any tips to share with this newbie blogger? "" "
1,bloggerinchief1 lol so very true! hope you have a wonderful sunny weekend 
1,playing 'restaurant city' on facebook. 
1,mr_craig thanks bless! enjoy the innocence. the nephew in question is 18. he's one of the younger nephews (4 more + 4 nieces). i'm old 
1,"mastercardnews bet on the final, get ï¿½25 cashback if your bet loses URL "
1,"says haha. parang wla ako sa work. ang inaatupag ko? facebook,ym and plurk. haha. bad. URL "
1,cc_chapman re your retweet about who 2 follow that's doing great things w/video for followfriday ... loubortone of course 
1,is on her way to the convention. took a charter bus! 
1,"amitgarg lol... i did the disappearing trick, tomorrow is going to be a fun if taxing day "" "
1,bxbeautie good glad 2 hear it 
1,what beautiful friday!! happy friday yall! 
1,heartlook hi! very welcome!! 
1,remembering when he was 16 and someone stole his raybans from his car. jokes on them... they're fashion disasters now. 
1,tessalouise7 p.s so excited about next weekend! metrossssss! we can hit the d floor 
1,daylight to break- switchfoot 
1,lpm962 righto 
1,westleyl off to buy some quality black pudding 
1,teaforlife you're more than welcome! 
1,it feels great to wake up in the morning and have nothing to do 
1,"tgif maybe i can get some sleep in tonight, another busy busy wkend ahead...lil sis graduating hs "" "
1,stormmmo you shush. if i wanna paint my nails 6 times a day.. ill do it. 
1,"schoolioo, easy day. star trek &amp; mall w/ allison tonight "" "
1,estrellabella10 looks like someone read the handbook of &quot;how to get on the good side of new co-workers&quot; brownies 
1,kaj??? i ve loved you all my life!!! 
1,finally weekend! 
1,stevibianca keep quoting soulja boy and i will block u. happy friday 
1,"zomg, my previous tweet was my 101th! movie screening at home starting soon, "" "
1,i saw paigejavier at mary grace! 
1,1 thing i like about the subway: randomly meeting someone i hadn't seen in 2+ yrs! love weird coincidences! 
1,gilldecosemo thank you for the follow friday 
1,and this URL 
1,itsjustdi 
1,holy only 12 fucking days till i see callum 
1,sonnycentral thank you! i did have a great day! 
1,jonathanrknight you have the same sense of humor as one of my friends...love it! 
1,i'm eating cheezits...with two flavors! sharp cheddar &amp; parmesan. :-d 
1,tgif snitches!!....kids acting chill...its payday...keyshia/keri concert tonight..doubled up on excedrin. today is gonna be a good day! 
1,going to class till noon.....jammin out to the radio!! 
1,followfriday because he is as sick in the head as i am (and was whining he does not get tagged on fridays) antonstrout 
1,watchin espn's first take! my favorite mornin show! lol skip is great tv! fyi im a witness! 
1,is showering. then off to robinson for a little shopping. 
1,"muhaha! thankgoodness i missed rmcaat2009 last date. rmcaat is on 29th june, and i have exam of principles of mgmt. tht day. 1000rs saved "" "
1,good morning people of twitter. tgifriday! thats wassssup! today is going to be a hellofagood day! 
1,just sitting in the garden leting the sun do its job 
1,in tampa... going to see him 
1,looking forward to a mini-break in isle of wight with friends this weekend. the weather - sun and more sun... 
1,gringo star tonight. southern garage. URL 
1,davidbass hee hee...i'll take rain over wind chill any day! i love costa rica! 
1,"today's message in the church service was delivered via skype's free service, technology is really cool. blessing via wi-fi "" "
1,"back home, thought i'd done for the week, but just had a call to alter something else for monday arrrrgh. do it then start the wkend "" "
1,my grandma is making dinenr with my mum 
1,mid-morning snack time... a bowl of cheese noodles. yum. 
1,shadela same here say it like from the terminiator movies. comes off like just 3 words. :-d 
1,destinyhope92 im great thaanks wbuu? 
-1,cant wait til her date this weekend 
-1,"switchfoot URL - awww, that's a bummer. you shoulda got david carr of third day to do it. ;d"" "
-1,is upset that he can't update his facebook by texting it... and might cry as a result school today also. blah! 
-1,kenichan i dived many times for the ball. managed to save 50% the rest go out of bounds 
-1,my whole body feels itchy and like its on fire 
-1,"nationwideclass no, it's not behaving at all. i'm mad. why am i here? because i can't see you all over there. "" "
-1,kwesidei not the whole crew 
-1,need a hug 
-1,"loltrish hey long time no see! yes.. rains a bit ,only a bit lol , i'm fine thanks , how's you ?"" "
-1,tatiana_k nope they didn't have it 
-1,twittera que me muera ? 
-1,spring break in plain city... it's snowing 
-1,i just re-pierced my ears 
-1,caregiving i couldn't bear to watch it. and i thought the ua loss was embarrassing . . . . . 
-1,"octolinz16 it it counts, idk why i did either. you never talk to me anymore "" "
-1,"smarrison i would've been the first, but i didn't have a gun. not really though, zac snyder's just a doucheclown."" "
-1,iamjazzyfizzle i wish i got to watch it with you!! i miss you and iamlilnicki how was the premiere?! 
-1,hollis' death scene will hurt me severely to watch on film wry is directors cut not out now? 
-1,about to file taxes 
-1,lettya ahh ive always wanted to see rent love the soundtrack!! 
-1,fakerpattypattz oh dear. were you drinking out of the forgotten table drinks? 
-1,alydesigns i was out most of the day so didn't get much done 
-1,"one of my friend called me, and asked to meet with her at mid valley today...but i've no time *sigh* "" "
-1,angry_barista i baked you a cake but i ated it 
-1,this week is not going as i had hoped 
-1,blagh class at 8 tomorrow 
-1,i hate when i have to call and wake people up 
-1,just going to cry myself to sleep after watching marley and me. 
-1,im sad now miss.lilly 
-1,ooooh.... lol that leslie.... and ok i won't do it again so leslie won't get mad again 
-1,meh... almost lover is the exception... this track gets me depressed every time. 
-1,some1 hacked my account on aim now i have to make a new one 
-1,alielayus i want to go to promote gear and groove but unfornately no ride there i may b going to the one in anaheim in may though 
-1,thought sleeping in was an option tomorrow but realizing that it now is not. evaluations in the morning and work in the afternoon! 
-1,julieebaby awe i love you too!!!! 1 am here i miss you 
-1,humpninja i cry my asian eyes to sleep at night 
-1,ok i'm sick and spent an hour sitting in the shower cause i was too sick to stand and held back the puke like a champ. bed now 
-1,cocomix04 ill tell ya the story later not a good day and ill be workin for like three more hours... 
-1,missxu sorry! bed time came here (gmt+1) URL 
-1,fleurylis i don't either. its depressing. i don't think i even want to know about the kids in suitcases. 
-1,bed. class 8-12. work 12-3. gym 3-5 or 6. then class 6-10. another day that's gonna fly by. i miss my girlfriend 
-1,really don't feel like getting up today... but got to study to for tomorrows practical exam... 
-1,he's the reason for the teardrops on my guitar the only one who has enough of me to break my heart 
-1,"sad, sad, sad. i don't know why but i hate this feeling i wanna sleep and i still can't!"" "
-1,jonathanrknight awww i soo wish i was there to see you finally comfortable! im sad that i missed it 
-1,falling asleep. just heard about that tracy girl's body being found. how sad my heart breaks for that family. 
-1,viennah yay! i'm happy for you with your job! but that also means less time for me and you... 
-1,"just checked my user timeline on my blackberry, it looks like the twanking is still happening are ppl still having probs w/ bgs and uids?"" "
-1,oh man...was ironing jeancjumbe's fave top to wear to a meeting. burnt it 
-1,is strangely sad about lilo and samro breaking up. 
-1,tea oh! i'm so sorry i didn't think about that before retweeting. 
-1,broadband plan 'a massive broken promise' URL via URL still waiting for broadband we are 
-1,"localtweeps wow, tons of replies from you, may have to unfollow so i can see my friends' tweets, you're scrolling the feed a lot. "" "
-1,our duck and chicken are taking wayyy too long to hatch 
-1,"put vacation photos online a few yrs ago. pc crashed, and now i forget the name of the site. "" "
-1,i need a hug 
-1,"andywana not sure what they are, only that they are pos! as much as i want to, i dont think can trade away company assets sorry andy! "" "
-1,oanhlove i hate when that happens... 
-1,"i have a sad feeling that dallas is not going to show up i gotta say though, you'd think more shows would use music from the game. mmm"" "
-1,ugh....92 degrees tomorrow 
-1,where did u move to? i thought u were already in sd. ?? hmmm. random u found me. glad to hear yer doing well. 
-1,"batmanyng i miss my ps3, it's out of commission wutcha playing? have you copped 'blood on the sand'?"" "
-1,just leaving the parking lot of work! 
-1,the life is cool. but not for me. 
-1,"sadly though, i've never gotten to experience the post coitus cigarette before, and now i never will. "" "
-1,i had such a nice day. too bad the rain comes in tomorrow at 5am 
-1,starrbby too bad i won't be around i lost my job and can't even pay my phone bill lmao aw shucks 
-1,damm back to school tomorrow 
-1,"mo jobs, no money. how in the hell is min wage here 4 f'n clams an hour?"" "
-1,katortiz not forever... see you soon! 
-1,"lt_algonquin agreed, i saw the failwhale allllll day today. "" "
-1,jdarter oh! haha... dude i dont really look at em unless someone says hey i added you. sorry i'm so terrible at that. i need a pop up! 
-1,ninjen i'm sure you're right... i need to start working out with you and the nikster... or jared at least! 
-1,i really hate how people diss my bands! trace is clearly not ugly! 
-1,"gym attire today was: puma singlet, adidas shorts.......and black business socks and leather shoes lucky did not run into any cute girls."" "
-1,why won't you show my location?! URL 
-1,no picnic my phone smells like citrus. 
-1,"ashleyac my donkey is sensitive about such comments. nevertheless, he'd (and me'd) be glad to see your mug asap. charger is still awol. "" "
-1,no new csi tonight. fml 
-1,i think my arms are sore from tennis 
-1,wonders why someone that u like so much can make you so unhappy in a split seccond . depressed . 
-1,sleep soon... i just hate saying bye and see you tomorrow for the night. 
-1,"statravelau just got ur newsletter, those fares really are unbelievable, shame i already booked and paid for mine "" "
-1,missin' the boo 
-1,markhardy1974 me too itm 
-1,damn... i don't have any chalk! my chalkboard is useless 
